ReportDate,ReportLevel,ReportLevelIdentifier,Description,7.3.6
2018-03-31,CCP,LMEC_1,NumberOfDays_USD, -   
2018-03-31,CCP,LMEC_1,NumberOfDays_EUR, -   
2018-03-31,CCP,LMEC_1,NumberOfDays_GBP, -   
2018-03-31,CCP,LMEC_1,NumberOfDays_JPY, -   
