ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,6.2.1,6.2.2,6.2.3,6.2.4,6.2.5,6.2.6,6.2.7,6.2.8,6.2.9,6.2.10,6.2.11,6.2.12,6.2.13,6.2.14,6.2.15,,
2018-03-31,CCP,LMEC_1,HouseIM_PreHaircut,USD,0.00,0.00,2112693877.21,7789998.34,415513812.23,0.00,0.00,0.00,0.00,0.00,112762200.00,0.00,0.00,0.00,2120483875.55,,
2018-03-31,CCP,LMEC_1,HouseIM_PostHaircut,USD,0.00,0.00,2185177473.49,7789998.34,371902950.85,0.00,0.00,0.00,0.00,0.00,102275315.40,0.00,0.00,0.00,2192967471.83,,
2018-03-31,CCP,LMEC_1,ClientIM_PreHaircut,USD,0.00,0.00,6247501280.13,23036004.00,434758783.65,0.00,0.00,0.00,0.00,0.00,203819000.00,0.00,0.00,0.00,6270537284.13,,
2018-03-31,CCP,LMEC_1,ClientIM_PostHaircut,USD,0.00,0.00,6461844382.73,23036004.00,398963473.65,0.00,0.00,0.00,0.00,0.00,184863833.00,0.00,0.00,0.00,6484880386.73,,
2018-03-31,CCP,LMEC_1,TotalIM_PreHaircut,USD,0.00,0.00,8360195157.34,30826002.34,850272595.88,0.00,0.00,0.00,0.00,0.00,316581200.00,0.00,0.00,0.00,8391021159.68,,
2018-03-31,CCP,LMEC_1,TotalIM_PostHaircut,USD,0.00,0.00,8647021856.22,30826002.34,770866424.50,0.00,0.00,0.00,0.00,0.00,287139148.40,0.00,0.00,0.00,8677847858.56,,
