ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,6.1.1
2017-09-30,Default fund,LME,Client_Net,USD,6068138217.00
2017-09-30,Default fund,LME,House_Net,USD,1885736494.00
2017-09-30,Default fund,LME,Total,USD,7953874711.00
2017-09-30,Default fund,LPM,Client_Net,USD,129538650.00
2017-09-30,Default fund,LPM,House_Net,USD,123263610.00
2017-09-30,Default fund,LPM,Total,USD,252802260.00
