ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,7_1_2,7_1_3,7_1_4,7_1_5,7_1_6,7_1_7,7_1_8,7_1_9
2017-09-29,CCP,ICEU,SizeAndCompositionOfQualifyingLiquidResources,USD,,0.00,7000325605.03,8420997.27,1050000000.00,0.00,4232464290.86,0.00
2017-09-29,CCP,ICEU,SizeAndCompositionOfQualifyingLiquidResources,GBP,,0.00,5065925602.98,229657.90,1050000000.00,0.00,2198380870.41,0.00
2017-09-29,CCP,ICEU,SizeAndCompositionOfQualifyingLiquidResources,EUR,,0.00,3421851040.02,2002139.46,1050000000.00,0.00,1438131320.94,0.00


