ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,6.1.1
2016-03-31,DefaultFund,ICEU_CDS,House_Net,EUR,6119324644.27
2016-03-31,DefaultFund,ICEU_CDS,Client_Gross,EUR,262851164.06
2016-03-31,DefaultFund,ICEU_CDS,Client_Net,EUR,0.00
2016-03-31,DefaultFund,ICEU_CDS,Total,EUR,6382175808.33
