ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,7_3_1,7_3_4,7_3_5
2017-03-31,DefaultFund,ICNL_F&O,SameDayPayment_Total,EUR,28447923.00,11001690.00,28447923.00
