ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,6_1_1
2017-03-31,DefaultFund,ICNL_F&O,House_Net,EUR,12373764.97
2017-03-31,DefaultFund,ICNL_F&O,Client_Gross,EUR,0.00
2017-03-31,DefaultFund,ICNL_F&O,Client_Net,EUR,156612232.00
2017-03-31,DefaultFund,ICNL_F&O,Total,EUR,168985996.97
