ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,16_3_3,16_3_4
2016-09-30,CCP,ICEU,ON_1D,USD,0.00,0.00
2016-09-30,CCP,ICEU,1D_1W,USD,0.00,0.00
2016-09-30,CCP,ICEU,1W_1M,USD,0.00,0.00
2016-09-30,CCP,ICEU,1M_1Y,USD,0.00,0.00
2016-09-30,CCP,ICEU,1Y_2Y,USD,0.00,0.00
2016-09-30,CCP,ICEU,2Y+,USD,0.00,0.00
