ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,6_1_1
2016-09-30,Default Fund,ICEU_CDS,House_Net,EUR,5795986075.78
2016-09-30,Default Fund,ICEU_CDS,Client_Gross,EUR,323748668.97
2016-09-30,Default Fund,ICEU_CDS,Client_Net,EUR,0.00
2016-09-30,Default Fund,ICEU_CDS,Total,EUR,6119734744.75
