ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,23.1.1,23.1.2,23.2.1,23.2.2,23.2.3,23.2.4
30/09/2016,CCP,LMEC_1,ETD Forward,USD,1083479,72699015223.00,114985338504.92,Commodity,Forward,"AAD, AHD, CAD, COD, MOD, NAD, NID, PBD, SND, ZSD"
30/09/2016,CCP,LMEC_1,ETD Option,USD,50359,61250558.00,383693990.73,Commodity,Option,"AHD, CAD, NAD, NID, PBD, SND, ZSD"
30/09/2016,CCP,LMEC_1,ETD Forward,EUR,2740,184667888.00,1305003623.81,Commodity,Forward,"AAE, AHE, CAE, NAE, NIE, PBE, SNE, ZSE"
30/09/2016,CCP,LMEC_1,ETD Forward,JPY,1415,76677852.00,597727457.66,Commodity,Forward,"AHY, CAY, NIY, PBY, SNY, ZSY"
30/09/2016,CCP,LMEC_1,ETD TAPO,USD,856,1327143.00,27216722.16,Commodity,TAPO,"AHD, CAD, NID, PBD, ZSD"
30/09/2016,CCP,LMEC_1,ETD Swap,USD,488,27987385.00,110184887.87,Commodity,Swap,"OAD, OCD, OND, OPD, OSD, OZD"
30/09/2016,CCP,LMEC_1,ETD Forward,GBP,108,9514227.00,89837752.73,Commodity,Forward,"AHS, CAS, NAS, NIS, PBS, SNS, ZSS"
30/09/2016,CCP,LMEC_1,ETD Future,USD,421,1082048.00,4185105.00,Commodity,Future,"SCD, SRD"
