ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,7.3.1,7.3.4,7.3.5
30/09/2016,CCP,LMEC_1,SameDayPayment_Total,USD,800000000,1594845153,800000000
30/09/2016,CCP,LMEC_1,IntraDayPayment_Total,USD,,,
30/09/2016,CCP,LMEC_1,MultiDayPayment_Total,USD,1126695594,,1126695594
30/09/2016,CCP,LMEC_1,SameDayPayment,USD,800000000,1594845153,800000000
30/09/2016,CCP,LMEC_1,IntraDayPayment,USD,,,
30/09/2016,CCP,LMEC_1,MultiDayPayment,USD,1126695594,,1126695594
