ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,4_3_1,4_3_2,4_3_3,4_3_4,4_3_5,4_3_6,4_3_7,4_3_8,4_3_9,4_3_10,4_3_11,4_3_12,4_3_13,4_3_14,4_3_15
2016-09-30,DefaultFund,ICNL_F&O,PreHaircut,EUR,28550000.00,0.00,0.00,0.00,28761044.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57311044.52
2016-09-30,DefaultFund,ICNL_F&O,PostHaircut,EUR,28550000.00,0.00,0.00,0.00,27898213.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56448213.18
