ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency, 7.3.1 , 7.3.4 , 7.3.5 
2015-12-31,DefaultFund,ICEU_F&O,SameDayPayment_Total,USD,0.00,973715254.00,0.00
2015-12-31,CCP,ICEU,SameDayPayment_Total,USD,2816243841.00,0.00,2096422287.00
2015-12-31,CCP,ICEU,SameDayPayment_Total,EUR,0.00,0.00,2088664238.00
2015-12-31,CCP,ICEU,SameDayPayment_Total,GBP,0.00,0.00,1207141011.00
