ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,16.3.3,16.3.4
2015-12-31,CCP,ICNL_F&O,ON_1D,EUR,0,0
2015-12-31,CCP,ICNL_F&O,1D_1W,EUR,0,0
2015-12-31,CCP,ICNL_F&O,1W_1M,EUR,0,0
2015-12-31,CCP,ICNL_F&O,1M_1Y,EUR,0,0
2015-12-31,CCP,ICNL_F&O,1Y_2Y,EUR,0,0
2015-12-31,CCP,ICNL_F&O,2Y+,EUR,0,0
