ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,23.1.1,23.1.2,23.2.1,23.2.2,23.2.3,23.2.4
2015-12-31,CCP,ICNL_F&O,OTC,EUR ,170.146 (contracts),41458037.00,419370241.00,Equity ,Equity Options ,
