ReportDate,ReportLevel,ReportLevelIdentifier,Description,7.3.6
2015-12-31,CCP,LMEC_1,NumberOfDays_USD,0
2015-12-31,CCP,LMEC_1,NumberOfDays_EUR,0
2015-12-31,CCP,LMEC_1,NumberOfDays_GBP,0
2015-12-31,CCP,LMEC_1,NumberOfDays_JPY,0
