ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,23.1.1,23.1.2,23.2.1,23.2.2,23.2.3,23.2.4
2016-03-31,CCP,ICNL_F&O,OTC,EUR ,178.194 (contracts),5842329,379751385,Equity ,Equity Options ,
