ReportDate,ReportLevel,ReportLevelIdentifier,CCP Link,Currency,20.1.1,20.2.1,20.4.1.1,20.4.1.2,20.4.1.3,20.4.2,20.4.3,20.5.1.1,20.5.1.2,20.6.1.1,20.6.1.2,20.7.1,20.7.2
2016-03-31,DefaultFund,ICEU_F&O,NA,USD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
