ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,4.4.3,4.4.6,4.4.7,4.4.10
2016-03-31,CCP,LMEC_1,PeakDayAmountInPast12Months,USD,348513927.00,0.00,594969438.50,0.00
2016-03-31,CCP,LMEC_1,MeanAverageOverPrevious12Months,USD,70043178.40,0.00,110672855.45,0.00
