ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,6.1.1
2016-12-31,CCP,LMEC_1,Client_Net,USD,6496907413.00
2016-12-31,CCP,LMEC_1,House_Net,USD,2374119499.00
2016-12-31,CCP,LMEC_1,Total,USD,8871026912.00
,,,,,
,,,,,
,,,,,
