ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,6_1_1
2016-12-30,DefaultFund,ICNL_F&O,House_Net,EUR,17073393.00
2016-12-30,DefaultFund,ICNL_F&O,Client_Gross,EUR,0.00
2016-12-30,DefaultFund,ICNL_F&O,Client_Net,EUR,123545837.00
2016-12-30,DefaultFund,ICNL_F&O,Total,EUR,140619230.00
