ReportDate,ReportLevel,ReportLevelIdentifier,CCP Link,Currency,20_1_1,20_2_1,20_4_1_1,20_4_1_2,20_4_1_3,20_4_2,20_4_3,20_5_1_1,20_5_1_2,20_6_1_1,20_6_1_2,20_7_1,20_7_2
2017-06-30,DefaultFund,ICNL_F&O,NA,EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
