ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,23_1_1,23_1_2,23_2_1,23_2_2,23_2_3,23_2_4
2017-06-30,DefaultFund,ICNL_F&O,OTC,EUR,See https://www.theice.com/clear-netherlands/statistics,See https://www.theice.com/clear-netherlands/statistics,0.00,Equity,Equity Options,
