ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,4_4_3,4_4_6,4_4_7,4_4_10
2017-06-30,DefaultFund,ICEU_F&O,PeakDayAmountInPast12Months,USD,1800000000.35,80264645.00,1959358143.62,80264645.00
2017-06-30,DefaultFund,ICEU_F&O,MeanAverageOverPrevious12Months,USD,1033713730.42,12536278.99,1270112704.03,13500608.14
2017-06-30,DefaultFund,ICEU_CDS,PeakDayAmountInPast12Months,EUR,115784456.83,0.00,130723166.00,0.00
2017-06-30,DefaultFund,ICEU_CDS,MeanAverageOverPrevious12Months,EUR,38290476.96,0.00,50980790.76,0.00
