ReportDate,ReportLevel,ReportLevelIdentifier,Description,16.2.8,16.2.15
2016-12-31,CCP,LMEC_1,Percentage_USD,86.16%,4.13%
2016-12-31,CCP,LMEC_1,Percentage_EUR,2.34%,0.00%
2016-12-31,CCP,LMEC_1,Percentage_GBP,11.32%,0.00%
2016-12-31,CCP,LMEC_1,Percentage_JPY,0.18%,0.00%
2016-12-31,CCP,LMEC_1,Percentage_CNH,0.00%,0.00%
