ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,4_4_3,4_4_6,4_4_7,4_4_10
2016-12-30,DefaultFund,ICEU_F&O,PeakDayAmountInPast12Months,USD,1467222939.49,16577619.00,1650000000.78,17023716.93
2016-12-30,DefaultFund,ICEU_F&O,MeanAverageOverPrevious12Months,USD,782902023.39,1739444.17,1055857637.42,2737772.08
2016-12-30,DefaultFund,ICEU_CDS,PeakDayAmountInPast12Months,EUR,128498303.01,1305216.69,160782997.00,1305216.69
2016-12-30,DefaultFund,ICEU_CDS,MeanAverageOverPrevious12Months,EUR,60694901.30,1305216.69,79451370.61,1305216.69
