ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,6.1.1
 2016-06-30,DefaultFund,ICEU_CDS,House_Net,EUR,6731713459.10
 2016-06-30,DefaultFund,ICEU_CDS,Client_Gross,EUR,284724655.69
 2016-06-30,DefaultFund,ICEU_CDS,Client_Net,EUR,0.00
 2016-06-30,DefaultFund,ICEU_CDS,Total,EUR,7016438114.79
