ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,6.1.1
2016-06-30,DefaultFund,ICNL_F&O,House_Net,EUR,14335729.00
2016-06-30,DefaultFund,ICNL_F&O,Client_Gross,EUR,0.00
2016-06-30,DefaultFund,ICNL_F&O,Client_Net,EUR,157340207.00
2016-06-30,DefaultFund,ICNL_F&O,Total,EUR,171675936.00
