ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,4.3.1,4.3.2,4.3.3,4.3.4,4.3.5,4.3.6,4.3.7,4.3.8,4.3.9,4.3.10,4.3.11,4.3.12,4.3.13,4.3.14,4.3.15
2016-06-30,DefaultFund,ICNL_F&O,PreHaircut,EUR,37975000.00,0.00,0.00,0.00,40594498.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78569498.00
2016-06-30,DefaultFund,ICNL_F&O,PostHaircut,EUR,37975000.00,0.00,0.00,0.00,39376663.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77351663.00
