ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,4.3.1,4.3.2,4.3.3,4.3.4,4.3.5,4.3.6,4.3.7,4.3.8,4.3.9,4.3.10,4.3.11,4.3.12,4.3.13,4.3.14,4.3.15
2016-06-30,DefaultFund,ICEU_CDS,PreHaircut,EUR,,0.00,990467654.83,4144056.16,0.00,21140573.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1015752284.66
2016-06-30,DefaultFund,ICEU_CDS,PostHaircut,EUR,,0.00,990467654.83,4144056.16,0.00,19462866.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,993159372.84
