ReportDate,ReportLevel,ReportLevelIdentifier,Currency,4.1.1,4.1.2,4.1.3,4.1.4,4.1.5,4.1.6,4.1.7,4.1.8,4.1.9,4.1.10,4.2.1,4.4.1,4.4.2,4.4.4,4.4.8,5.1.1,5.2.1,5.3.1,5.3.2,5.3.3,5.3.4,6.3.1,6.4.1,6.4.2,6.4.3,6.4.4,6.4.5,6.4.6,6.4.7,6.4.8,6.4.9,6.4.10,6.4.11,6.4.12,6.4.13,6.4.14,6.4.15,6.5.1.1,6.5.1.2,6.5.1.3,6.5.2,6.5.3,6.5.4,6.5.5,6.6.1,6.7.1,6.8.1,7.1.1,7.1.10,7.1.11,7.2.1,7.3.2,12.1.1,12.1.2,12.1.3,12.2.1,12.2.2,12.2.3,13.1.1,13.1.2,13.1.3.1,13.1.3.2,13.1.4,14.1.1,14.1.2,14.1.3,14.1.4,15.1.1,15.1.2,15.2.1,15.2.2,15.2.3,15.2.4,15.2.5,15.2.6,15.2.7,15.3.1,15.3.2,16.1.1,16.1.2,16.2.1,16.2.2,16.2.3,16.2.4,16.2.5,16.2.6,16.2.7,16.2.9,16.2.10,16.2.11,16.2.12,16.2.13,16.2.14,16.2.16,16.2.17,16.2.18,16.2.19,16.2.20,16.3.1,16.3.2,17.1.1,17.2.1,17.4.1,18.1.1.1,18.1.1.2,18.1.1.3,18.1.2.1,18.1.2.2,18.1.2.3,18.1.2.4,18.1.3.1,18.1.3.2,18.4.1,18.4.2,18.4.3,19.1.1,19.1.2,19.1.3.1,19.1.3.2,19.1.4.1,19.1.4.2
 2016-06-30,Default Fund,ICEU_CDS,EUR,22508328.08,22508328.08,0.00,973277475.83,993159372.84,0.00,0.00,973277475.83,"See Part 910 (Powers of Assessment: CDS):

https://www.theice.com/publicdocs/clear_europe/rulebooks/rules/Clearing_Rules.pdf",0,78462279.00,Cover 2,"5-days for House 
7-days for Client",0,0,"See the List of Permitted Cover:

https://www.theice.com/publicdocs/clear_europe/list-of-permitted-covers.pdf","See the List of Permitted Cover:

https://www.theice.com/publicdocs/clear_europe/list-of-permitted-covers.pdf

Also see Part 14 of the Finance Procedures (Guaranty Fund Parameters And Restrictions):

https://www.theice.com/publicdocs/clear_europe/rulebooks/procedures/Finance_Procedures.pdf",99.90%,2 days,360 days,4,,Scenario-Based Approach and Monte Carlo Simulation VaR, 2009-07-30,ICE CDS , 2009-07-30,99.50%, 2009-07-30,"April 1, 2007 onwards", 2009-07-30,Weighting applied to historical data p=0.985.,,5-day for House. 7-day for Client, 2009-07-30,,Bi-Monthly, 2009-07-30,1,Once per day,Prior to 9 a.m. on the next day,7055,99.99%,1305217.00,1305217.00,69029689.28,472256958.40,591462768.79,Cover 2,,Does not Exist,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.36%,65.64%,0.00%,0.00%,357730.00,138756.00,838038.00,235507.00,493521.00,31675675.00,31166758.00,Non-Cash collateral is not recorded on CCP's Balance Sheet,NA,,,3686644808.24,994611705.83,69.67%,,0.00%,69.33%,0.34%,0.00%,0.00%,1.79 days,7.24%,23.09%,0.00%,0.00%,0.00%,32.51 days,,20.00%,0,30.33%,NA,NA,99.90%,99.99%,2 Hours,22,0,0,0,0,22,1 (European Broker Dealer),11,11,55.28%,NA,NA,Not available,8,100.00%,100.00%,NA,NA
