ReportDate,ReportLevel,ReportLevelIdentifier,Description,16.2.8,16.2.15
2016-06-30,CCP,LMEC_1,Percentage_USD,94.01%,5.22%
2016-06-30,CCP,LMEC_1,Percentage_EUR,4.90%,0.00%
2016-06-30,CCP,LMEC_1,Percentage_GBP,0.65%,0.00%
2016-06-30,CCP,LMEC_1,Percentage_JPY,0.44%,0.00%
2016-06-30,CCP,LMEC_1,Percentage_CNH,0.00%,0.00%
