ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,6.1.1
30/09/2016,CCP,LMEC_1,Client_Net,USD,5936641766
30/09/2016,CCP,LMEC_1,House_Net,USD,1916616319
30/09/2016,CCP,LMEC_1,Total,USD,7853258085
