ReportDate,ReportLevel,ReportLevelIdentifier,Description,7.3.6
30/09/2016,CCP,LMEC_1,NumberOfDays_USD,0
30/09/2016,CCP,LMEC_1,NumberOfDays_EUR,0
30/09/2016,CCP,LMEC_1,NumberOfDays_GBP,0
30/09/2016,CCP,LMEC_1,NumberOfDays_JPY,0
