ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,4_3_1,4_3_2,4_3_3,4_3_4,4_3_5,4_3_6,4_3_7,4_3_8,4_3_9,4_3_10,4_3_11,4_3_12,4_3_13,4_3_14,4_3_15
2016-09-30,DefaultFund,ICEU_CDS,PreHaircut,EUR,,0.00,1029346532.83,1081994.67,0.00,31938922.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1062367449.91
2016-09-30,DefaultFund,ICEU_CDS,PostHaircut,EUR,,0.00,1029346532.83,1081994.67,0.00,29147197.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1059575724.95
