ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,23_1_1,23_1_2,23_2_1,23_2_2,23_2_3,23_2_4
2016-09-30,DefaultFund,ICEU_F&O,Derivatives,USD,NA,NA,NA,NA,NA,NA

