ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,7.1.2,7.1.3,7.1.4,7.1.5,7.1.6,7.1.7,7.1.8,7.1.9
30/09/2016,CCP,LMEC_1,SizeAndCompositionOfQualifyingLiquidResources,USD,0,0,6938820723,1146457,0,0,94164160,1516330000
