ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,6_1_1
2017-06-30,DefaultFund,ICNL_F&O,House_Net,EUR,0.00
2017-06-30,DefaultFund,ICNL_F&O,Client_Gross,EUR,0.00
2017-06-30,DefaultFund,ICNL_F&O,Client_Net,EUR,0.00
2017-06-30,DefaultFund,ICNL_F&O,Total,EUR,0.00
