ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,4.3.1,4.3.2,4.3.3,4.3.4,4.3.5,4.3.6,4.3.7,4.3.8,4.3.9,4.3.10,4.3.11,4.3.12,4.3.13,4.3.14,4.3.15
2015-12-31,DefaultFund,ICEU_F&O,PreHaircut,USD,,0.00,1669520352.00,10474012.14,0.00,241273459.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1921267823.00
2015-12-31,DefaultFund,ICEU_F&O,PostHaircut,USD,,0.00,1669520352.00,10474012.14,0.00,231087181.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1911081546.00
