ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,4.3.1,4.3.2,4.3.3,4.3.4,4.3.5,4.3.6,4.3.7,4.3.8,4.3.9,4.3.10,4.3.11,4.3.12,4.3.13,4.3.14,4.3.15
2015-12-31,DefaultFund,ICEU_CDS,PreHaircut,EUR,,0,824558583.9,3029301.69,0,29147580.96,0,0,0,0,0,0,0,0,856735466.6
2015-12-31,DefaultFund,ICEU_CDS,PostHaircut,EUR,,0,824558583.9,3029301.69,0,27490866.61,0,0,0,0,0,0,0,0,855078752.2
