ReportDate,ReportLevel,ReportLevelIdentifier,Description,7.3.6
2017-12-31,CCP,LMEC_1,NumberOfDays_USD, -   
2017-12-31,CCP,LMEC_1,NumberOfDays_EUR, -   
2017-12-31,CCP,LMEC_1,NumberOfDays_GBP, -   
2017-12-31,CCP,LMEC_1,NumberOfDays_JPY, -   
