ReportDate,ReportLevel,ReportLevelIdentifier,Description,16.2.8,16.2.15
2017-12-31,CCP,LMEC_1,Percentage_USD,88.92%,3.29%
2017-12-31,CCP,LMEC_1,Percentage_EUR,1.12%,0.00%
2017-12-31,CCP,LMEC_1,Percentage_GBP,9.71%,0.00%
2017-12-31,CCP,LMEC_1,Percentage_JPY,0.25%,0.00%
2017-12-31,CCP,LMEC_1,Percentage_CNH,0.00%,0.00%
