ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,4_4_3,4_4_6,4_4_7,4_4_10
2017-12-29,DefaultFund,ICNL_F&O,PeakDayAmountInPast12Months,EUR,4822421.00,0.00,4822421.00,0.00
2017-12-29,DefaultFund,ICNL_F&O,MeanAverageOverPrevious12Months,EUR,1830384.00,0.00,1830384.00,0.00
