ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,4_4_3,4_4_6,4_4_7,4_4_10
2018-03-29,DefaultFund,ICNL_F&O,PeakDayAmountInPast12Months,EUR,4737587.00,0.00,4737587.00,0.00
2018-03-29,DefaultFund,ICNL_F&O,MeanAverageOverPrevious12Months,EUR,1604793.00,0.00,1604793.00,0.00
