ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,16.3.3,16.3.4
2018-03-31,CCP,LMEC_1,ON_1D,USD,0.00,0.00
2018-03-31,CCP,LMEC_1,1D_1W,USD,0.00,0.00
2018-03-31,CCP,LMEC_1,1W_1M,USD,0.00,0.00
2018-03-31,CCP,LMEC_1,1M_1Y,USD,0.00,0.00
2018-03-31,CCP,LMEC_1,1Y_2Y,USD,0.00,0.00
2018-03-31,CCP,LMEC_1,2Y+,USD,0.00,0.00
