ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,4_3_1,4_3_2,4_3_3,4_3_4,4_3_5,4_3_6,4_3_7,4_3_8,4_3_9,4_3_10,4_3_11,4_3_12,4_3_13,4_3_14,4_3_15
2017-03-31,DefaultFund,ICNL_F&O,PreHaircut,EUR,38900000.00,0.00,0.00,0.00,37760624.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76660624.00
2017-03-31,DefaultFund,ICNL_F&O,PostHaircut,EUR,38900000.00,0.00,0.00,0.00,36640285.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75540285.00
