ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,7_1_2,7_1_3,7_1_4,7_1_5,7_1_6,7_1_7,7_1_8,7_1_9
2017-03-31,CCP,ICEU,SizeAndCompositionOfQualifyingLiquidResources,USD,,0.00,7816790367.85,3115779.05,1000000000.00,0.00,3604969835.60,0.00
2017-03-31,CCP,ICEU,SizeAndCompositionOfQualifyingLiquidResources,GBP,,0.00,4563222993.23,32043444.41,1000000000.00,0.00,2887412508.12,0.00
2017-03-31,CCP,ICEU,SizeAndCompositionOfQualifyingLiquidResources,EUR,,0.00,3134686900.04,23599562.96,1000000000.00,0.00,4234221713.69,0.00


