ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,23.1.1,23.1.2,23.2.1,23.2.2,23.2.3,23.2.4,
2017-03-31,CCP,LMEC_1,ETD Forward,USD,1145831,88119143634.69,119967707195.85,Commodity,Forward,"AAD, AHD, CAD, COD, MOD, NAD, NID, PBD, SND, ZSD",
2017-03-31,CCP,LMEC_1,ETD Option,USD,63555,90463410.18,568203963.71,Commodity,Option,"AHD, CAD, NAD, NID, PBD, SND, ZSD",
2017-03-31,CCP,LMEC_1,ETD Forward,EUR,559,258874896.85,1657540499.77,Commodity,Forward,"AAE, AHE, CAE, NAE, NIE, PBE, SNE, ZSE",
2017-03-31,CCP,LMEC_1,ETD Forward,JPY,1485,97381053.56,712156471.51,Commodity,Forward,"AHY, CAY, NIY, PBY, SNY, ZSY",
2017-03-31,CCP,LMEC_1,ETD TAPO,USD,1332,1805939.26,85048003.37,Commodity,TAPO,"AHD, CAD, NID, PBD, ZSD",
2017-03-31,CCP,LMEC_1,ETD Swap,USD,559,47549243.48,73624172.10,Commodity,Swap,"OAD, OCD, OND, OPD, OSD, OZD",
2017-03-31,CCP,LMEC_1,ETD Forward,GBP,180,19045951.16,129565833.11,Commodity,Forward,"AHS, CAS, NAS, NIS, PBS, SNS, ZSS",
2017-03-31,CCP,LMEC_1,ETD Future,USD,2179,6721124.05,14879890.00,Commodity,Future,"SCD, SRD",
