ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,6_2_1,6_2_2,6_2_3,6_2_4,6_2_5,6_2_6,6_2_7,6_2_8,6_2_9,6_2_10,6_2_11,6_2_12,6_2_13,6_2_14,6_2_15
2017-03-31,DefaultFund,ICEU_F&O,HouseIM_PreHaircut,USD,,0.00,1457044863.41,3362399.31,334816270.89,5251726823.19,23344413.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7070294770.40
2017-03-31,DefaultFund,ICEU_F&O,HouseIM_PostHaircut,USD,,0.00,1414500582.25,3187010.78,317207660.64,5089087301.06,22703076.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6846685631.27
2017-03-31,DefaultFund,ICEU_F&O,ClientIM_PreHaircut,USD,,0.00,17371590673.23,80496804.62,1602067353.70,18723596724.37,907927.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37778659483.75
2017-03-31,DefaultFund,ICEU_F&O,ClientIM_PostHaircut,USD,,0.00,16728256436.65,75489114.53,1522161785.13,18151632486.34,864801.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36478404623.90
2017-03-31,DefaultFund,ICEU_F&O,TotalIM_PreHaircut,USD,,0.00,18828635536.64,83859203.93,1936883624.59,23975323547.56,24252341.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44848954254.15
2017-03-31,DefaultFund,ICEU_F&O,TotalIM_PostHaircut,USD,,0.00,18142757018.90,78676125.31,1839369445.77,23240719787.40,23567877.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43325090255.17
2017-03-31,DefaultFund,ICEU_CDS,HouseIM_PreHaircut,EUR,,0.00,2912813526.83,7314828.31,95441900.15,2223587443.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5239157698.80
2017-03-31,DefaultFund,ICEU_CDS,HouseIM_PostHaircut,EUR,,0.00,2869766396.31,7289440.13,90120941.55,2157247705.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5124424483.17
2017-03-31,DefaultFund,ICEU_CDS,ClientIM_PreHaircut,EUR,,0.00,514922428.28,1340798.76,108380081.70,33864036.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,658507345.53
2017-03-31,DefaultFund,ICEU_CDS,ClientIM_PostHaircut,EUR,,0.00,508908959.10,1339714.31,101880427.42,32936840.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,645065940.91
2017-03-31,DefaultFund,ICEU_CDS,TotalIM_PreHaircut,EUR,,0.00,3427735955.11,8655627.07,203821981.85,2257451480.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5897665044.33
2017-03-31,DefaultFund,ICEU_CDS,TotalIM_PostHaircut,EUR,,0.00,3378675355.41,8629154.44,192001368.97,2190184545.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5769490424.08
